timestamp,alt_baro_m,alt_gps_m,speed_kmh,ax_ms2,ay_ms2,az_ms2,battery_pct
2025-08-23 10:00:00.000,0.14901424590336979,0.5763126016871098,7.251281101786259,0.04212989727278754,0.17569550648714122,9.738574630776693,99.73152204346619
2025-08-23 10:00:00.100,-0.011302564776163667,-1.2361192072420943,7.988776035310291,-0.039249519245097245,-0.07707830048605845,9.923586553499907,99.87458287492134
2025-08-23 10:00:00.200,0.2546600125805912,1.0473593436696926,7.536487568337626,-0.2767842320820475,0.03998408370077084,10.292354886851792,99.42941719341931
2025-08-23 10:00:00.300,0.5474391336479828,-1.065151204299437,7.397260605895708,-0.06162993062237266,0.36788696904233953,10.48687655292823,100.0
2025-08-23 10:00:00.400,0.05046088988376613,0.9513628515564119,7.129158385529151,-0.01262608387596914,0.2664360861075534,9.909151232824106,100.0
2025-08-23 10:00:00.500,0.08064254079120452,1.4770496962258792,7.467415071313753,-0.13670712912984212,0.12165459539987729,9.509088976274473,100.0
2025-08-23 10:00:00.600,0.6548241981033678,1.2137838507660348,6.966601306436305,0.33860665894294223,-0.1829211652321106,10.002979683086652,100.0
2025-08-23 10:00:00.700,0.4414674977722148,0.5116500012268366,6.885710568636805,0.2547596560787565,0.16040934311321048,9.445686633232825,100.0
2025-08-23 10:00:00.800,0.10057148882104823,-0.0374811048400808,6.93996031030721,0.23606255360794393,0.17201957054272243,9.630643000998596,99.74087807416797
2025-08-23 10:00:00.900,0.43435854325251494,-0.42161346159180935,7.967473166390074,0.02026953607992614,-0.3298447167715067,9.665898481795615,99.81718932542917
2025-08-23 10:00:01.000,0.16274194790817867,2.0653416623249727,6.887909976606363,-0.1586491856836839,0.1579200571408001,10.432289194306962,100.0
2025-08-23 10:00:01.100,0.192225055256032,-0.5092842275222789,7.119451069288842,0.3178846596852546,-0.12997037877272197,10.24952780782329,100.0
2025-08-23 10:00:01.200,0.43470938837211104,-0.8843592482706575,7.565148830317582,0.12355301536060204,-0.21339278217956917,10.188376981895393,100.0
2025-08-23 10:00:01.300,-0.18168664091984685,1.1885727653871787,6.9003543893455905,0.2151523678565826,-0.1448010232064806,10.069089821693625,99.95325832603669
